s,d,t
424,412,146.1929813
8,508,146.1934738
348,370,146.1957958
437,852,146.1988214
50,154,146.2015655
805,370,146.2038875
551,640,146.2160602
348,370,146.2167638
237,308,146.2184525
392,412,146.2240112
392,290,146.229218
193,493,146.2304141
30,373,146.2344952
62,4,146.246105
264,31,146.250186
16,373,146.2666509
829,428,146.3027468
630,268,146.3539004
371,183,146.3699431
395,734,146.3731094
279,2,146.3765572
395,394,146.3789495
395,290,146.3833823
51,610,146.3944996
579,743,146.4085721
521,50,146.4533227
221,428,146.4568408
393,734,146.4944144
552,290,146.5022247
552,894,146.5071501
279,428,146.5095424
743,124,146.5159454
539,637,146.5196042
392,290,146.5273441
539,4,146.5321288
130,428,146.5383207
538,743,146.5526043
50,360,146.5583036
510,99,146.5797642
637,672,146.5950329
745,878,146.60805
747,373,146.6139604
745,878,146.6198709
353,786,146.6220521
580,282,146.6229668
198,853,146.6233186
628,672,146.632888
109,634,146.6352803
172,549,146.6371097
153,610,146.6413315
628,672,146.6414018
153,786,146.6446385
221,549,146.648227
134,637,146.6656769
109,443,146.6734871
628,672,146.6751758
58,81,146.6824936
480,880,146.7026876
313,732,146.704517
313,598,146.7058539
395,734,146.7090906
85,60,146.710146
85,60,146.7262591
737,290,146.7415277
19,373,146.752645
83,355,146.7652399
83,730,146.7706578
175,637,146.7744574
512,373,146.7768497
83,636,146.7800864
152,880,146.8007026
747,373,146.8124532
134,837,146.8334212
870,330,146.8343359
240,308,146.8432016
696,183,146.872191
18,897,146.8802827
637,388,146.8868264
580,634,146.9118051
580,634,146.9125087
347,556,146.916449
522,308,146.9194043
688,445,146.9345322
580,154,146.935658
209,786,146.9368542
522,154,146.9424832
259,572,146.9678841
259,572,146.9696431
259,92,146.9756943
522,239,147.0016581
522,105,147.0100312
253,2,147.0118607
243,290,147.0136901
253,2,147.0202338
134,388,147.0469716
348,445,147.059285
4,60,147.0677989
4,50,147.0766646
236,506,147.1045281
19,373,147.1667286
445,2,147.2231594
515,50,147.2353321
445,2,147.2363172
445,245,147.2398353
30,547,147.2404686
747,50,147.2434238
30,373,147.2463791
747,373,147.2517266
494,60,147.2531339
30,373,147.2569334
30,221,147.2612959
118,850,147.2662213
619,2,147.2829676
34,370,147.2971808
231,308,147.3053429
197,446,147.3243408
871,392,147.3365838
34,379,147.3376393
19,373,147.3586073
743,99,147.4289699
197,242,147.4554262
90,867,147.5053836
353,786,147.5301512
345,701,147.5397909
345,40,147.5457014
238,221,147.5468975
353,50,147.5486566
345,572,147.5548485
149,392,147.7727613
173,50,148.0922073
173,50,148.0940367
173,442,148.0957958
173,295,148.1031135
679,2,148.5564594
395,442,148.7365172
678,197,148.7549522
44,880,148.8022358
403,887,148.8481122
255,592,148.8873745
255,886,148.8918074
306,247,148.9466902
466,49,149.0036135
363,867,149.0242297
737,388,149.1298439
384,2,149.1344175
384,412,149.175861
454,732,149.2775349
699,2,149.2903409
764,242,149.3139123
308,290,149.406228
729,70,149.4123495
308,743,149.4221299
383,412,149.484823
383,224,149.4905223
560,245,149.5463198
560,295,149.5504712
560,592,149.5582111
560,852,149.5625736
560,36,149.6304031
747,242,149.6320214
782,2,149.6434905
560,557,149.6539042
560,183,149.666288
392,412,149.6917592
516,730,149.6986548
237,308,149.7142049
637,549,149.7670472
243,549,149.8120088
243,290,149.8243223
243,290,149.8279811
833,242,149.8381837
833,391,149.8443053
833,735,149.8497935
833,60,149.8551411
91,290,149.8573927
833,730,149.8573927
346,183,149.8766017
175,637,149.8849748
445,637,149.8882115
255,592,149.9276145
255,867,149.928881
231,308,149.9361988
31,495,150.0128939
62,183,150.0287959
347,433,150.0308364
62,498,150.0372394
62,443,150.0521562
62,50,150.0695358
556,197,150.075587
556,90,150.0809345
326,391,150.1174527
347,831,150.122167
279,428,150.1488344
8,90,150.2099795
856,442,150.2150456
376,40,150.2297513
376,876,150.2340434
376,868,150.2381948
715,363,150.238617
394,240,150.2613441
842,159,150.2880115
842,293,150.2916
842,701,150.3005361
472,701,150.3034913
472,701,150.3043356
842,701,150.3054614
472,786,150.3091907
14,242,150.3112312
472,701,150.3121459
362,759,150.3124977
14,701,150.3142568
472,636,150.3186192
842,361,150.320519
842,127,150.3298069
842,484,150.3360691
472,556,150.3446534
3,545,150.3464828
842,102,150.3495084
472,897,150.3497898
3,782,150.3544338
3,90,150.3697024
3,90,150.3713208
3,197,150.3771609
14,484,150.3806086
3,759,150.3940479
3,759,150.3974957
3,775,150.400662
3,490,150.4031247
3,490,150.4048837
3,662,150.4087537
3,662,150.4104424
3,662,150.4109349
100,290,150.4168454
3,640,150.4236705
416,773,150.4354211
495,418,150.4381652
810,705,150.4404168
495,737,150.4485085
172,549,150.4853785
98,392,150.5371653
734,446,150.5980993
420,355,150.6398243
420,428,150.6714171
412,637,150.6954811
346,183,150.7278478
445,152,150.7347434
785,445,150.7648585
39,369,150.77872
39,369,150.7797754
593,50,150.7799161
522,777,150.7836454
785,598,150.7842083
785,692,150.787656
522,308,150.7904705
19,102,150.7925814
4,50,150.8198821
744,40,150.8304364
308,290,150.8328991
332,104,150.8459866
487,730,150.8560484
621,598,150.8649141
556,90,150.8933406
83,355,150.8975623
556,197,150.8989696
83,636,150.9205709
345,40,150.9479419
173,295,150.9816456
739,206,151.0085241
237,308,151.0102128
43,442,151.0322363
739,206,151.0434239
134,637,151.0685433
281,868,151.073328
234,789,151.0945775
395,433,151.1141383
44,880,151.1192044
395,442,151.1253259
805,492,151.1566372
848,31,151.162407
18,523,151.1795754
35,510,151.1809123
62,510,151.2015286
164,508,151.2129273
420,355,151.2132087
164,637,151.2305883
164,99,151.2335435
486,45,151.2452237
93,290,151.2702024
231,308,151.2896928
480,880,151.2928592
424,773,151.3143901
424,737,151.3181897
480,258,151.3424648
121,421,151.3627292
28,254,151.3680767
34,287,151.3722281
250,96,151.3730725
250,127,151.3770831
250,484,151.3817271
9,530,151.3827825
34,433,151.3839787
9,81,151.3849637
34,282,151.3888337
9,876,151.395307
9,179,151.399951
9,92,151.4017804
9,627,151.4106461
9,45,151.4140235
9,387,151.4162751
9,183,151.4188785
9,759,151.4233113
9,431,151.426548
9,152,151.4303476
9,107,151.4330214
739,180,151.4338657
9,740,151.4346397
9,432,151.4360469
743,99,151.4439979
9,290,151.4492047
739,180,151.4698913
739,180,151.4812901
679,45,151.481853
552,92,151.4944479
494,50,151.5000065
3,197,151.5216782
3,90,151.5298402
739,776,151.5345545
3,759,151.5460236
739,776,151.5538339
622,31,151.602384
622,31,151.603932
739,124,151.6113201
279,428,151.6339768
200,50,151.6370024
281,50,151.6548041
392,86,151.6560707
392,157,151.659237
62,183,151.6813308
62,50,151.6834417
805,282,151.6888596
805,740,151.6956848
556,197,151.7012434
588,392,151.7032839
556,90,151.707365
805,851,151.7116571
601,127,151.7371987
517,387,151.7424759
517,492,151.7466273
805,52,151.7499343
805,387,151.7532413
362,81,151.7660473
362,759,151.7690026
601,732,151.7744908
739,293,151.7875079
322,363,151.7953885
322,445,151.8093203
739,293,151.8175527
739,293,151.8316956
739,293,151.8356359
322,484,151.8485826
394,637,151.8585741
153,363,151.8657511
238,96,151.8727873
83,776,151.883201
582,81,151.9027618
328,445,151.9178897
795,226,151.930555
173,50,152.0123866
395,432,152.0128792
395,433,152.0137235
382,221,152.0318067
764,388,152.0448941
699,443,152.0636809
445,107,152.0666362
548,289,152.0935146
237,308,152.0967513
346,258,152.0978771
346,376,152.1066021
870,789,152.1094869
395,388,152.1116682
892,743,152.1848452
195,855,152.2043357
892,392,152.217986
538,545,152.2885596
538,490,152.2915852
538,662,152.2943997
291,242,152.295807
827,852,152.2964403
14,484,152.3131162
14,242,152.3161418
132,782,152.3443572
265,874,152.3459051
265,517,152.3554744
265,632,152.3572335
265,632,152.3589926
386,103,152.3603998
265,508,152.3629329
764,388,152.3630032
437,852,152.3670843
437,86,152.3717282
265,738,152.3804531
265,497,152.3924851
637,107,152.399451
363,734,152.4040246
265,595,152.4045171
265,595,152.417112
871,484,152.4343509
125,637,152.4504639
3,662,152.4562336
3,197,152.4592592
3,90,152.4645364
743,124,152.4648882
3,545,152.4662251
3,490,152.4691803
3,759,152.4736835
363,244,152.4759351
363,244,152.4768498
3,244,152.4837454
3,782,152.4863488
363,244,152.4887411
16,293,152.4896558
438,776,152.4942998
363,86,152.494933
438,676,152.4983104
133,592,152.5045727
392,86,152.5111868
637,511,152.5124533
538,490,152.5126644
538,662,152.5157603
8,90,152.5187156
392,388,152.5203339
274,701,152.5307476
764,388,152.5324363
405,102,152.5332806
274,96,152.5529821
363,86,152.5643809
627,221,152.5652252
8,197,152.5653659
351,637,152.5757796
363,86,152.5811271
623,31,152.5956218
578,831,152.6067391
164,508,152.6403724
100,592,152.6412168
392,86,152.643398
274,592,152.6469161
384,271,152.647479
274,737,152.6531784
164,637,152.6553596
255,776,152.660285
164,99,152.6622552
91,734,152.6663362
91,734,152.6704172
164,320,152.6735132
255,592,152.6767499
91,734,152.694833
424,737,152.7048949
562,247,152.7502787
274,737,152.7617478
279,2,152.7675175
279,851,152.7749056
363,86,152.7791274
97,592,152.7978438
424,737,152.8012212
371,850,152.8132532
645,127,152.8169824
363,119,152.8189526
34,740,152.8251445
34,855,152.8272554
34,152,152.828733
34,445,152.8332362
34,154,152.8346434
34,433,152.836121
34,391,152.8390059
50,152,152.8454793
83,776,152.851249
782,2,152.8537117
255,592,152.8682064
255,592,152.8698951
851,104,152.8976883
274,737,152.8981104
274,592,152.902684
630,376,152.9140124
250,96,152.9149975
250,734,152.9430018
144,36,152.9598888
50,376,152.9819123
744,40,152.9938739
165,850,152.9960551
580,282,153.0073131
144,124,153.0075946
424,737,153.0089315
144,257,153.0135754
580,740,153.021456
144,221,153.0231447
274,737,153.0237076
328,484,153.0371469
144,837,153.0450275
144,388,153.0780979
548,119,153.0840083
144,290,153.0892855
580,52,153.1151789
424,737,153.1279145
435,852,153.1385393
238,96,153.1416352
243,290,153.1515564
274,96,153.1571854
376,595,153.1585926
376,40,153.1599295
274,737,153.1599999
376,868,153.1628847
592,308,153.1656289
592,777,153.168373
424,737,153.1723837
274,737,153.1854711
592,60,153.18913
499,627,153.2026396
463,444,153.2070724
50,444,153.2114349
50,444,153.213194
463,444,153.2138272
463,444,153.2160788
424,737,153.2215671
592,183,153.2268443
221,549,153.2286737
274,737,153.2314882
826,431,153.2396503
826,387,153.2663881
826,443,153.2690618
8,759,153.2849638
629,293,153.2877079
8,662,153.2890448
144,224,153.3029062
85,443,153.3098721
128,2,153.3161344
856,235,153.3254222
128,51,153.3258444
887,392,153.3317549
887,392,153.3334436
856,242,153.3373135
856,236,153.3582815
887,81,153.3653178
833,282,153.3739724
833,391,153.3766462
84,330,153.3787571
833,81,153.3947997
833,363,153.3990215
833,60,153.4009213
747,443,153.4015545
84,96,153.4019767
833,183,153.403595
274,183,153.4078871
369,749,153.4100684
833,183,153.4187933
274,587,153.4426463
346,376,153.4479938
274,376,153.4578446
274,335,153.4600962
494,735,153.4686804
833,735,153.4771943
274,72,153.478883
494,60,153.4789533
494,735,153.4828233
274,233,153.4892263
565,388,153.4897188
274,884,153.4966847
67,230,153.5033691
67,4,153.5077316
568,222,153.5279257
494,308,153.536721
833,222,153.5377061
568,226,153.5391133
833,735,153.5396762
833,60,153.5422796
259,92,153.5425611
568,222,153.5428425
833,388,153.5434758
833,222,153.5462903
259,572,153.5479086
494,387,153.5505824
568,628,153.5538191
568,222,153.5563521
494,735,153.5593074
231,308,153.5838639
494,308,153.586608
881,226,153.6170047
424,388,153.6216486
833,388,153.6286848
744,40,153.6635847
494,388,153.7328214
281,740,153.8300625
568,445,153.952634
568,776,153.9571372
568,850,153.9708579
568,788,153.9731799
281,740,154.1803273
34,740,154.5526155
34,282,154.5547968
679,2,154.6587223
679,2,154.7183193
679,2,154.7248631
383,2,154.7675028
383,2,154.7782682
383,2,154.7934666
97,592,154.7963514
383,587,154.8182342
472,222,154.8208376
472,676,154.8318845
472,636,154.8366692
679,2,154.8819826
14,242,154.8943665
363,119,154.9769721
363,734,154.9866821
420,154,155.0122941
679,2,155.0324882
39,628,155.0582408
64,282,155.1387356
43,81,155.2042431
48,762,155.2636291
255,81,155.2888893
510,320,155.2940258
255,876,155.2950108
618,388,155.2958552
255,739,155.2990215
510,99,155.3045098
3,197,155.31232
3,490,155.3164714
3,759,155.3224522
679,2,155.3372987
556,197,155.3505973
556,90,155.3530599
3,639,155.3536228
796,734,155.3569299
3,662,155.3625589
753,236,155.4111091
620,261,155.4247594
538,490,155.4541006
538,662,155.4599407
743,99,155.4625441
580,282,155.4672584
332,104,155.476898
637,639,155.4992733
826,388,155.5046912
826,395,155.5061689
826,762,155.5077168
510,99,155.5103906
826,443,155.510461
826,491,155.5115164
826,387,155.5122904
826,390,155.5167232
83,776,155.5179898
126,782,155.5664696
639,152,155.5683694
264,31,155.5806828
464,265,155.588493
93,233,155.5887745
464,506,155.5906743
93,290,155.592363
464,287,155.592363
773,289,155.6007361
773,492,155.6112202
376,876,155.616427
376,672,155.6413353
360,874,155.6447831
238,96,155.6566744
256,492,155.6670177
238,152,155.6881968
238,492,155.6913631
745,88,155.7009324
90,442,155.8461607
363,290,155.8570669
39,206,155.8617108
39,517,155.8739539
50,154,155.9161715
255,876,155.9233484
3,197,155.9260926
255,776,155.9276406
255,491,155.9305958
3,662,155.9317216
255,776,155.9331288
3,490,155.9338325
3,90,155.9361544
255,776,155.9411502
3,639,155.941502
395,442,155.9901225
205,880,156.000114
274,96,156.0070799
274,96,156.01292
205,99,156.0341695
785,598,156.0447942
785,437,156.0625256
785,686,156.0710394
274,233,156.0718134
785,492,156.0778646
274,598,156.078709
785,782,156.0836343
785,598,156.0879968
785,2,156.101999
785,850,156.1137495
9,224,156.2296366
9,81,156.232029
9,92,156.2389949
9,36,156.2424426
9,627,156.2437091
9,335,156.2463829
9,45,156.2476495
9,183,156.2520823
9,759,156.2558115
9,52,156.2639736
9,431,156.2661548
833,222,156.2769906
833,261,156.2786793
833,152,156.290641
274,335,156.2983105
593,492,156.3137903
237,308,156.3182935
237,762,156.3209672
538,490,156.3554449
538,662,156.358189
9,107,156.3652253
621,598,156.3681101
9,335,156.3697988
864,855,156.3721208
864,40,156.3750057
9,740,156.3761315
102,412,156.3778202
9,432,156.3828863
9,290,156.3871784
144,36,156.3904854
383,412,156.4194044
383,412,156.4207413
435,244,156.4277776
435,767,156.433688
548,257,156.4360804
548,119,156.4462126
393,484,156.4535303
392,412,156.4579631
9,119,156.4814642
9,36,156.4831529
371,850,156.4895559
371,50,156.498703
363,244,156.5349398
363,290,156.5442276
367,224,156.5624515
753,596,156.5839825
384,412,156.5845454
367,868,156.5875006
747,50,156.6028396
747,484,156.6058652
472,222,156.6120571
472,782,156.6151531
747,105,156.6181787
747,762,156.62233
564,517,156.6224004
747,154,156.6240891
747,220,156.6262704
384,412,156.6289441
472,412,156.6352064
384,412,156.6449164
3,490,156.6593408
3,662,156.6639143
3,759,156.672006
14,484,156.6732022
538,490,156.679957
538,662,156.6820679
3,662,156.6881894
3,490,156.7000807
443,432,156.7259037
678,451,156.751375
678,542,156.7537673
250,431,156.7604517
64,391,156.7684027
134,593,156.7735392
737,759,156.773891
64,674,156.7814198
363,437,156.7823345
735,639,156.7855008
64,737,156.7878228
363,349,156.796407
892,392,156.7968292
363,71,156.8050616
454,236,156.8050616
363,390,156.8090723
363,639,156.8182898
363,81,156.8237077
363,40,156.8275776
122,393,156.8306736
9,759,156.8336992
420,154,156.8353879
9,431,156.8369358
104,393,156.8374284
363,295,156.8377802
9,290,156.8423538
262,742,156.8516416
363,92,156.8541043
262,764,156.8553005
262,5,156.8647994
262,5,156.8673325
363,13,156.8680361
363,836,156.8731726
363,248,156.8859785
739,293,156.8872451
91,154,156.8911854
744,40,156.8937184
384,179,156.8985031
363,283,156.8996289
91,152,156.89984
739,293,156.9056801
363,219,156.9066651
91,734,156.9104647
362,244,156.9146161
91,290,156.9146865
739,124,156.9165159
362,759,156.9186268
517,236,156.9220042
362,81,156.9248187
257,389,156.9317846
739,776,156.9329807
363,244,156.9349509
363,734,156.9371321
144,492,156.9483901
826,431,156.9505714
739,776,156.9515564
144,492,156.9522601
384,492,156.9552153
238,96,156.9737206
739,776,156.9747057
98,389,156.9800533
345,492,156.9816716
429,852,156.9819531
445,389,156.9910298
345,40,156.9922964
345,92,157.0008806
345,31,157.0055949
156,6,157.0058763
285,598,157.0070725
156,6,157.0073539
345,572,157.0116461
345,392,157.0151642
363,92,157.0200896
733,31,157.0312068
552,257,157.031629
637,107,157.0375395
3,759,157.0446461
93,233,157.0461237
93,290,157.0514009
739,776,157.0535821
93,290,157.0540043
276,495,157.088482
308,290,157.1190897
715,290,157.1288701
308,236,157.1299959
715,428,157.140691
715,222,157.1434351
420,154,157.1520897
827,852,157.1610961
420,154,157.1619405
279,2,157.1625034
257,636,157.1860045
50,154,157.1886782
420,868,157.1935333
420,154,157.2067614
499,220,157.2368062
274,96,157.2373691
39,248,157.2457423
274,737,157.2479235
274,233,157.252286
274,596,157.2574928
363,248,157.2782498
392,412,157.2811346
619,389,157.2889449
747,220,157.3035099
274,412,157.3140643
777,595,157.3245483
256,492,157.3444609
383,412,157.3488234
50,154,157.3494567
192,92,157.3509343
383,782,157.354171
383,2,157.3592371
3,639,157.3650068
409,843,157.373591
384,412,157.3787275
91,154,157.3812606
384,492,157.3825271
91,290,157.3863267
50,154,157.3876635
383,412,157.3965292
91,154,157.3978661
384,412,157.3988512
91,154,157.402299
91,154,157.4122201
91,154,157.416864
747,154,157.4224226
363,290,157.4229855
50,154,157.4259408
326,437,157.4295996
424,737,157.4458534
281,391,157.4461348
735,389,157.4532414
363,437,157.4602777
424,412,157.4701285
43,442,157.4714653
43,81,157.4739984
43,92,157.4774462
43,92,157.479346
83,53,157.4801903
424,412,157.4804014
43,53,157.4818086
409,270,157.4990475
221,257,157.5186083
871,780,157.5425315
522,308,157.5461904
522,105,157.5523823
363,81,157.5727171
522,388,157.5772203
838,244,157.584538
18,897,157.5967107
747,154,157.6010732
838,290,157.6019879
346,376,157.6024101
346,179,157.609376
346,393,157.6145828
870,290,157.6235892
363,244,157.6255593
8,197,157.6450498
548,887,157.6453312
838,734,157.6471606
424,388,157.648005
409,152,157.6484272
8,759,157.6494122
409,224,157.6513824
838,244,157.6601777
91,154,157.6622182
838,244,157.6640477
8,662,157.6641884
214,499,157.6662993
62,4,157.68002
363,244,157.6895189
548,257,157.6903633
231,777,157.6913483
375,880,157.7244187
214,55,157.7460904
214,31,157.7501011
264,31,157.7568559
264,31,157.7605851
313,732,157.766777
438,776,157.7709284
264,266,157.7728985
753,236,157.7759241
522,55,157.7788793
83,636,157.791615
735,53,157.7928815
83,53,157.7952035
306,499,157.803858
735,53,157.8115979
49,290,157.8121608
83,53,157.8184935
499,220,157.8201822
83,53,157.8216598
891,290,157.8256704
83,33,157.8286257
480,880,157.8398837
384,636,157.8491012
384,897,157.8837195
614,150,157.8920223
614,843,157.8964552
214,499,157.948242
214,31,157.9519712
384,69,157.9737836
14,701,157.9745576
679,2,157.9807495
744,40,157.9877154
478,730,157.9993956
336,84,158.0145235
326,437,158.0232485
279,2,158.0253594
556,197,158.0303551
546,639,158.0307069
546,639,158.0318327
164,81,158.0359138
435,545,158.0454127
164,99,158.0466792
164,320,158.050901
435,266,158.0554042
435,852,158.0596259
62,388,158.060611
255,776,158.0630737
164,99,158.064692
255,81,158.0650438
435,734,158.0679287
32,55,158.0788349
424,388,158.1025471
255,81,158.1074021
144,36,158.1094426
861,785,158.1101462
193,102,158.1122571
144,257,158.1181676
144,257,158.1185898
679,81,158.1302699
861,266,158.2042913
259,572,158.2158308
173,393,158.2376432
250,96,158.2384172
424,393,158.2456645
62,388,158.2493937
522,388,158.2531933
424,388,158.261285
250,431,158.2792275
62,388,158.2801422
348,391,158.2844343
4,858,158.2850676
259,92,158.2918927
498,253,158.319897
580,876,158.3241188
556,90,158.3420612
350,874,158.3421316
91,734,158.3448757
62,734,158.3517009
582,389,158.3665474
582,81,158.3756242
582,895,158.4133385
634,874,158.4173492
50,154,158.4205858
634,484,158.4209376
582,895,158.4255112
634,393,158.4273406
267,388,158.4303662
267,424,158.4366285
267,197,158.4389505
47,69,158.4414835
267,585,158.4545006
472,701,158.4632255
256,734,158.4639292
43,92,158.4706136
472,782,158.476313
472,636,158.4839121
39,248,158.4863045
39,437,158.4886264
39,632,158.4912298
472,412,158.4977032
891,106,158.5043876
39,156,158.5072021
39,127,158.5102277
384,412,158.5126904
555,257,158.5134644
384,636,158.5171233
384,69,158.5195859
39,831,158.5196563
805,282,158.522893
39,517,158.527748
805,492,158.527748
628,672,158.5286627
601,732,158.534151
102,71,158.5428759
747,220,158.5482939
91,154,158.5498418
548,257,158.5519527
522,105,158.5535007
91,734,158.5542747
144,257,158.555119
805,387,158.563844
257,636,158.5645476
393,290,158.5686286
892,297,158.5755242
805,391,158.5823493
250,127,158.5848824
424,412,158.5907928
328,52,158.5948739
255,593,158.5955775
274,96,158.5993771
813,556,158.601488
50,154,158.6120423
494,308,158.6163345
747,154,158.6430722
243,887,158.6472236
50,154,158.6551746
353,786,158.669036
243,290,158.681842
243,290,158.7209636
44,297,158.7232855
102,869,158.7313069
576,150,158.7366544
601,127,158.7421427
747,154,158.7667696
367,868,158.7700766
50,154,158.7815457
565,412,158.7838677
494,388,158.7945628
384,412,158.8019509
863,55,158.8111684
826,50,158.8213709
8,90,158.8452238
8,197,158.8526823
510,320,158.8556375
510,320,158.8585224
424,412,158.8645032
827,852,158.8939147
709,595,158.9789127
124,70,158.9854564
838,244,158.996433
395,734,158.9999511
506,244,159.0004436
838,244,159.0013583
347,556,159.0031878
838,244,159.004595
737,290,159.006917
637,412,159.0071984
347,831,159.0083242
384,412,159.0114906
395,442,159.0152901
85,290,159.0339362
181,391,159.0546932
834,389,159.0615887
247,290,159.0731282
424,412,159.0897337
134,881,159.1075354
747,154,159.1085205
747,391,159.1138681
541,492,159.1260408
541,56,159.1349065
50,154,159.1414502
522,868,159.1480643
541,729,159.1506677
279,2,159.161785
416,734,159.1810643
579,739,159.1950665
392,869,159.1956294
392,556,159.1997104
197,446,159.2025249
579,33,159.2040729
134,297,159.2198341
392,412,159.2253224
392,412,159.2267296
637,371,159.2306699
388,538,159.2354546
121,226,159.2362989
519,538,159.2418576
346,150,159.2422797
432,105,159.2438981
39,371,159.2565633
39,371,159.2567041
494,78,159.3054653
424,412,159.315879
392,412,159.445909
637,786,159.4511158
65,221,159.4724356
825,254,159.4748983
373,105,159.5550413
122,393,159.5818494
122,393,159.5857897
173,393,159.5929667
1,850,159.6627664
308,290,159.7160308
308,236,159.71976
881,226,159.7887153
824,850,159.8603444
824,850,159.9060097
856,442,160.1188564
315,596,160.1261741
315,572,160.1360953
315,325,160.1752872
315,644,160.1868267
528,874,160.3250187
383,412,160.3734281
383,2,160.3942555
383,897,160.4031915
383,222,160.4067096
383,786,160.4101574
895,560,160.4195156
395,442,160.9363989
395,869,160.94048
395,556,160.9467422
395,290,160.9508233
255,739,160.9757316
891,290,160.9919854
777,595,161.0754353
47,729,161.129896
47,56,161.1702841
454,732,161.1911817
16,639,161.2309366
156,105,161.2660475
424,412,161.3589261
898,236,161.3690583
898,236,161.3824272
392,869,161.4351287
861,224,161.4494123
414,261,161.4514528
392,556,161.4636959
861,90,161.4686213
592,99,161.4729838
592,60,161.4772055
619,895,161.5364508
335,392,161.5520009
335,790,161.557841
238,729,161.5663549
538,759,161.6310884
538,662,161.6382654
538,490,161.6410095
53,392,161.6596556
619,631,161.7478199
753,596,161.7573188
472,412,161.7691398
472,556,161.7758946
93,270,161.781031
93,233,161.782579
472,222,161.7884191
472,786,161.7933445
93,290,161.7948925
856,442,161.8015065
472,869,161.808191
388,538,161.8201526
472,636,161.8225449
472,897,161.8287368
518,742,161.8433723
518,540,161.8454128
785,598,161.9183787
395,442,161.9221079
395,556,161.9239374
785,437,161.9248521
395,222,161.9257668
9,224,161.9271037
9,81,161.9314662
395,290,161.932592
564,222,161.9359694
247,290,161.9364619
785,394,161.9411762
785,152,161.94385
785,152,161.9448351
564,152,161.9563745
9,290,161.9567263
412,572,161.9692509
346,644,161.9844492
43,92,162.0139311
424,394,162.0275814
91,154,162.028074
392,869,162.0318735
91,734,162.0322253
326,437,162.0330697
91,290,162.0420057
777,593,162.0455239
39,437,162.0620591
887,392,162.068251
392,556,162.0693064
392,412,162.0760612
392,92,162.0821124
39,572,162.0837307
392,92,162.0844344
887,389,162.0882339
887,81,162.0900634
743,99,162.1246817
743,124,162.1289035
257,636,162.1441018
257,636,162.146283
592,220,162.1630293
592,241,162.1645773
556,90,162.1768204
384,222,162.1877266
256,734,162.1909633
8,90,162.2010955
639,672,162.2086946
534,239,162.2173492
435,222,162.218475
639,572,162.2185454
39,68,162.2190379
639,572,162.2206563
494,60,162.2229079
494,389,162.2251595
384,222,162.2269185
435,222,162.2282554
384,222,162.2298738
435,222,162.232055
639,762,162.2333215
639,762,162.2357139
119,224,162.2639996
249,325,162.2799719
315,644,162.2936222
39,369,162.2946777
236,572,162.3371063
363,734,162.3751724
393,734,162.3887524
272,40,162.3973366
50,154,162.4161234
313,732,162.416616
313,598,162.419149
313,598,162.4202748
308,290,162.4313218
363,290,162.4377247
308,290,162.443213
53,885,162.4543303
93,290,162.4573559
93,290,162.459326
351,389,162.4669252
90,737,162.4793794
351,389,162.4892301
90,867,162.4947888
861,224,162.5080873
861,644,162.5128016
871,644,162.5157568
432,874,162.5230745
97,596,162.525889
97,33,162.5339104
424,737,162.5470682
829,412,162.5512899
829,233,162.5580447
472,222,162.5616332
472,869,162.564307
871,81,162.5754243
90,737,162.5831641
678,197,162.5854861
173,290,162.5962516
1,850,162.6035693
871,36,162.6042729
93,233,162.6329105
93,290,162.6342474
435,852,162.6650662
834,724,162.6687954
9,40,162.690467
9,36,162.6939148
733,394,162.6964479
91,154,162.7157272
274,737,162.7204415
91,290,162.7207933
274,598,162.7290961
580,282,162.7482347
813,556,162.7936185
98,392,162.7979107
98,392,162.798755
83,776,162.8086761
424,737,162.8099427
541,729,162.8250706
164,81,162.8433649
164,99,162.8500493
164,320,162.8539896
19,729,162.8595483
347,556,162.8682028
637,672,162.8790387
454,732,162.882205
555,283,163.0358768
371,850,163.0576892
255,776,163.0895634
375,150,163.1026509
392,869,163.1208044
844,154,163.1240411
568,222,163.1470496
844,93,163.1478236
528,874,163.1488087
568,776,163.1566893
844,706,163.1605593
345,92,163.1974996
827,852,163.2032693
777,265,163.2107981
3,662,163.2578707
3,197,163.262585
3,490,163.2784165
3,90,163.2859453
3,759,163.292489
674,732,163.3138793
3,639,163.3242929
568,226,163.326826
3,782,163.3271074
335,392,163.3435723
363,93,163.3954998
363,92,163.4020435
861,62,163.4049284
83,33,163.4083058
83,33,163.4101352
83,881,163.4372248
522,394,163.4619924
47,776,163.4832419
200,362,163.4894338
47,729,163.4966108
383,782,163.5192676
796,734,163.5312292
473,235,163.5419947
383,897,163.5430501
473,373,163.5465682
117,593,163.5516343
796,734,163.5526898
445,49,163.5583891
473,593,163.558952
473,484,163.5617665
473,297,163.5673252
510,320,163.5889265
546,81,163.5896301
510,362,163.5935704
102,869,163.5954702
102,869,163.598144
510,99,163.599903
104,393,163.6352954
98,49,163.6401504
384,869,163.6409244
510,130,163.6609777
510,91,163.6666067
43,36,163.6694212
102,869,163.671321
43,81,163.6763871
546,81,163.7005215
98,91,163.7027027
429,52,163.7141718
546,81,163.7238115
93,290,163.7408392
3,782,163.7762316
376,595,163.7910077
376,40,163.7996623
376,876,163.8062764
376,876,163.8134534
53,40,163.8478607
91,290,163.8688991
565,868,163.8997882
764,876,163.9616369
506,244,164.0118758
234,789,164.0151125
9,81,164.0445944
